,plant_type,plant_name,latitude,longitude,capacity
2973,solar,O'Brien solar farm,43.0021,-89.4238,24
2974,solar,Oakey solar farm,-27.4025,151.6426,80
2975,solar,Oberon (174 Power) solar farm,31.6924,-102.697,30
2976,solar,Oberon (174 Power) solar farm,31.7033,-102.701,150
2977,solar,Ockendon Landfill solar farm,51.5262,0.3191,50
2978,solar,Odom solar farm,31.0699,-83.5962,20
2979,solar,Oe_Az1 solar farm,33.7767,-113.656,32
2980,solar,Oe_Ga3 solar farm,31.1962,-84.1475,58
2981,solar,Ohotnikovo solar farm,45.2801,33.6011,83
2982,solar,Oita Hiyoshibaru Solar Power Plant,33.2469,131.7593,45
2983,solar,Oita Solar Power,33.261,131.7196,82
2984,solar,Oita solar farm,33.2271,131.2202,39
2985,solar,Ojocaliente solar farm,22.5699,-102.254,103
2986,solar,Okeechobee Solar,27.6304,-80.7948,74
2987,solar,Old 300 Solar Center,29.3336,-95.8254,430
2988,solar,Old River One solar farm,35.2233,-119.089,20
2989,solar,Ollières solar farm,43.5105,5.817,20
2990,solar,Olmedilla solar farm,39.6153,-2.1077,50
2991,solar,Omuro Mega Solar Power Plant,37.8799,139.0579,33
2992,solar,Onikoube Solar Power Plant,38.7435,140.7161,147
2993,solar,Ono Solar Power Plant,37.2547,140.6156,35
2994,solar,Ooltgensplaat solar farm,51.9967,4.5597,40
2995,solar,Or Yamaguchi Mine Solar Power Plant,34.1273,131.1204,56
2996,solar,Orange Blossom Solar Center,27.5969,-80.5707,74
2997,solar,Orchard Ranch Solar,43.467,-116.285,20
2998,solar,Orejana PV solar farm,29.0903,-110.987,162
2999,solar,Oriana solar farm,18.5008,-67.0243,45
3000,solar,Orix 51M Tsu Mega Solar Power Plant,34.6863,136.36,51
3001,solar,Ormoc Solar Power Project,11.0868,124.6342,30
3002,solar,Oro Loma solar farm,36.8768,-120.668,20
3003,solar,Orskaya solar farm,51.266,58.4747,25
3004,solar,Ortaffa solar farm,42.595,2.9094,25
3005,solar,Oruru Photovoltaic Solar Plant,-17.7717,-67.4383,50
3006,solar,Oryx solar farm,30.216,35.613,10
3007,solar,Osa De La Vega solar farm,39.6506,-2.8,30
3008,solar,Osata Solar Park,38.503,140.9715,29
3009,solar,Ostro Rajasthn solar farm,25.1862,75.8589,60
3010,solar,Otrar (Eni) solar farm,43.2874,68.2738,50
3011,solar,Ottana Solar,40.3258,8.9611,25
3012,solar,Oued El Kebrit solar farm,35.9194,7.8711,15
3013,solar,Ourika Solar,37.665,-8.192,46
3014,solar,Owl's Hatch Solar Park,51.3516,1.0986,48
3015,solar,PES PV solar farm,43.0214,25.8943,21
3016,solar,PV Salvador Solar Project,-26.3131,-69.8675,70
3017,solar,Pachamama PV Solar Power Plant,22.0,-102.5,191
3018,solar,Pacific Solar Energy PV Plant,13.5222,-87.5503,25
3019,solar,Pacifico Energy Ako Mega-Solar Project,34.7898,134.3774,102
3020,solar,Pacifico Energy Furukawa Mega-Solar Project,38.6713,140.7936,57
3021,solar,Pacifico Energy Hosoe Mega-Solar Project,31.8961,131.4168,96
3022,solar,Pacifico Energy Iwaki Mega-Solar Project,36.9502,140.8967,42
3023,solar,Pacifico Energy Kumenan Mega-Solar Project,34.9454,133.9765,32
3024,solar,Pacifico Energy Mimasaka Musashi Mega-Solar Project,35.0789,134.2688,42
3025,solar,Pacifico Energy Minami Mega-Solar Project,36.1524,137.2515,55
3026,solar,Pacifico Energy Sakuto Mega-Solar Project,34.6324,133.8994,258
3027,solar,Pacifico Energy Toyota Mega-Solar Project,35.0834,137.1564,62
3028,solar,Pacifico Energy Yumesaki Mega-Solar Project,34.9128,134.7348,72
3029,solar,Pairi Daiza Zoo solar farm,50.5904,3.89,20
3030,solar,Paks solar farm,46.5683,18.8215,21
3031,solar,Palacios Del Arzobispo solar farm,41.1631,-5.8912,30
3032,solar,Palaswade (Tata) I solar farm,17.6361,74.2983,25
3033,solar,Palaswade (Tata) II solar farm,17.6361,74.2983,30
3034,solar,Paleisheuwel Solar Power Plant,-32.4148,18.7379,83
3035,solar,Palm Bay Solar,27.8421,-80.6316,74
3036,solar,Palmer Solar,38.6299,-104.653,60
3037,solar,Palmetto Plains solar farm,33.3402,-80.6973,75
3038,solar,Palo Solar Power Project,11.1368,124.9173,50
3039,solar,Pamidi solar farm,13.5996,78.5303,50
3040,solar,Pampa Norte PV Solar Plant,-25.511,-70.166,80
3041,solar,Pampa Sur PV Solar Plant,-25.536,-70.178,86
3042,solar,Pampa Tigre Solar PV Project,-22.4559,-68.9275,100
3043,solar,Panamericana Solar PV Plant,-17.5439,-71.0305,22
3044,solar,Panchagarh (Beximco) solar farm,26.5156,88.4305,30
3045,solar,Panchpatti solar farm,10.3261,77.9851,61
3046,solar,Panoche Valley solar farm,36.627,-120.879,140
3047,solar,Panovtsy solar farm,48.678,26.592,64
3048,solar,Paracatu Photovoltaic Solar Power Plant,-17.2174,-46.8708,40
3049,solar,Paracatu Solar Plant,-17.2239,-47.0869,33
3050,solar,Paracatu Solar Plant,-17.2201,-47.0922,33
3051,solar,Paracatu Solar Plant,-17.2134,-47.0892,33
3052,solar,Paradise Park solar farm,18.2269,-78.1023,52
3053,solar,Parbhani (Essel) I solar farm,19.2903,76.6029,40
3054,solar,Parbhani (Essel) II solar farm,19.2903,76.6029,20
3055,solar,Parbhani (Technique) solar farm,19.2903,76.6029,27
3056,solar,Parcas solar farm,36.9787,-2.157,40
3057,solar,Parkes Solar,-33.1131,148.0764,55
3058,solar,Parley Court solar farm,50.7651,-1.8145,24
3059,solar,Partin Solar,36.268,-80.8219,50
3060,solar,Paryapt solar farm,20.8667,70.75,70
3061,solar,Pasnoor solar farm,17.0564,79.2677,50
3062,solar,Pattikonda (ACME) I solar farm,15.3945,77.5006,30
3063,solar,Pattikonda (ACME) II solar farm,15.3945,77.5006,20
3064,solar,Pattikonda (ACME) III solar farm,15.3945,77.5006,20
3065,solar,Pavagada (ACME) IV solar farm,14.2444,77.4607,71
3066,solar,Pavagada (Adani) I solar farm,14.2341,77.4607,100
3067,solar,Pavagada (Adani) II solar farm,14.2341,77.4607,50
3068,solar,Pavagada (Avaada) solar farm,14.2444,77.4607,300
3069,solar,Pavagada (Ayana) solar farm,14.2444,77.4607,300
3070,solar,Pavagada (Fortum) solar farm,14.2444,77.4607,350
3071,solar,Pavagada (Renew) solar farm,14.284,77.3999,300
3072,solar,Pavagada (Tata) solar farm,14.2444,77.4607,150
3073,solar,Pavagada (Vector) solar farm,14.2444,77.4607,50
3074,solar,Pavagada (Yarrow) solar farm,14.2444,77.4607,50
3075,solar,Pavana Solar Park,13.4058,-87.3327,24
3076,solar,Pavant Solar 1,38.9605,-112.363,50
3077,solar,Pavant Solar 2,39.1625,-112.343,50
3078,solar,Pavant Solar 3,39.1545,-112.36,20
3079,solar,Pavgada (Greenko) solar farm,14.2444,77.4607,90
3080,solar,Pawpaw Solar Plant,32.5729,-84.2568,30
3081,solar,Payne Creek Solar,27.6646,-81.9642,70
3082,solar,Peace Creek Solar,27.9133,-81.8101,55
3083,solar,Pearl Solar,30.9878,-102.268,50
3084,solar,Pecan Solar,36.481,-77.4812,75
3085,solar,Pedranópolis PV Solar Complex,-20.1985,-50.0345,30
3086,solar,Pedranópolis PV Solar Complex,-20.1946,-50.0407,30
3087,solar,Pedranópolis PV Solar Complex,-20.193,-50.0484,30
3088,solar,Pekan (Hanwha Energy) solar farm,3.5429,103.3984,100
3089,solar,Pekan (ReNIKOLA) solar farm,3.5429,103.3984,45
3090,solar,Pelequén Solar Park,-34.4631,-70.8946,175
3091,solar,Pelican Solar Center,27.522,-80.5473,74
3092,solar,Penonome PV Solar Plant,8.6792,-80.2489,120
3093,solar,Peony (Pine Gate) solar farm,33.502,-81.254,39
3094,solar,Perales Solar Park,8.231,-73.355,200
3095,solar,Pereira Barreto Solar Plant,-20.6278,-51.3029,42
3096,solar,Pereira Barreto Solar Plant,-20.625,-51.2915,42
3097,solar,Pereira Barreto Solar Plant,-20.6194,-51.2958,42
3098,solar,Pereira Barreto Solar Plant,-20.6135,-51.292,42
3099,solar,Pereira Barreto Solar Plant,-20.6089,-51.2958,36
3100,solar,Periyapatti solar farm,12.9753,77.7258,20
3101,solar,Perleberg Solar,53.0703,11.8308,34
3102,solar,Perovo Solar Farm,44.9567,33.932,21
3103,solar,Perry solar farm,32.396,-83.7629,68
3104,solar,Perseo Fotón solar farm,39.0048,-3.3892,81
3105,solar,Petrosolar,15.4467,120.618,50
3106,solar,Pferdsfeld solar farm,49.8594,7.5919,29
3107,solar,Phalodi (Hinduja) solar farm,27.1294,72.365,55
3108,solar,Phalodi (LNB) solar farm,27.1294,72.365,22
3109,solar,Phalodi (Tata) solar farm,27.1294,72.365,55
3110,solar,Phan Lâm solar farm,11.2637,108.3599,49
3111,solar,Phan Lâm solar farm,11.411,108.3625,37
3112,solar,Phitsanulok solar farm,17.0784,100.1173,101
3113,solar,Phoebe Solar,31.8434,-102.868,250
3114,solar,Phoebus solar farm,10.3261,77.9851,60
3115,solar,Phoenix Solar,33.5004,-96.1465,83
3116,solar,Phong Phú solar farm,11.3405,108.7446,42
3117,solar,Phong Điền (TTC) solar farm,16.3011,107.7974,35
3118,solar,Phong Điền 2 solar farm,16.6115,107.3998,50
3119,solar,Phong Điền solar farm,16.4283,107.564,48
3120,solar,Photovoltaic Solar Complex Of Angico And Malta,-6.9169,-37.5599,27
3121,solar,Photovoltaic Solar Complex Of Angico And Malta,-6.9098,-37.5601,27
3122,solar,Phù Mỹ solar farm,14.2449,109.1018,330
3123,solar,Phú Yên Europlast solar farm,12.9163,109.1637,50
3124,solar,Phú Yên solar farm,13.0615,109.0961,257
3125,solar,Phước Hữu solar farm,11.5624,108.8804,50
3126,solar,Phước Minh Adani solar farm,11.4509,108.8861,50
3127,solar,Phước Ninh solar farm,11.4517,108.891,45
3128,solar,Phước Thái solar farm,11.5624,108.8804,150
3129,solar,Picarreau solar farm,46.7568,5.7439,28
3130,solar,Pichu Pichu PV Solar Plant,-16.3441,-71.6046,60
3131,solar,Picture Rocks Solar,32.3697,-111.243,20
3132,solar,Picón solar farm,39.03,-4.02,50
3133,solar,Pima Solar Project,30.7943,-112.731,110
3134,solar,Pinal Central Energy Center Hybrid solar farm,32.8757,-111.551,20
3135,solar,Pingtung solar farm,22.4177,120.5515,149
3136,solar,Pioneer Solar,39.7616,-104.459,80
3137,solar,Pioneer Trail Solar Energy Center,29.08,-81.1,74
3138,solar,Pirapora Solar Complex,-17.4087,-44.8854,92
3139,solar,Pirapora Solar Complex,-17.4086,-44.8736,112
3140,solar,Pirapora Solar Complex,-17.4068,-44.9186,192
3141,solar,Planeta Rica Solar Park,8.2265,-75.7323,27
3142,solar,Playa Solar 1,36.408,-114.908,79
3143,solar,Playa Solar 2,36.408,-114.908,100
3144,solar,Pleinmont Solar,38.2471,-77.7862,315
3145,solar,Pobeda solar farm,43.5196,24.5576,51
3146,solar,Point Beach Solar,44.2834,-87.5553,100
3147,solar,Pokhran solar farm,26.9199,71.9198,50
3148,solar,Pokrovs'Ka solar farm,47.6597,34.1539,240
3149,solar,Pole Top Solar,38.9443,-74.882,40
3150,solar,Polepally Solar Park,16.7435,77.9923,25
3151,solar,Poleñino solar farm,41.8692,-0.3052,30
3152,solar,Pollux Solar Plant,24.816,-100.074,38
3153,solar,Pompogne Solar Park,44.25,0.05,40
3154,solar,Port Augusta Renewable Energy Park solar farm,-32.4909,137.764,107
3155,solar,Port solar farm,51.6433,-1.8178,35
3156,solar,Portal Ridge Solar B,34.7165,-118.282,20
3157,solar,Portero solar farm,21.3578,-101.945,296
3158,solar,Porto Torres solar farm,40.7233,8.561,31
3159,solar,Portón Del Sol PV Solar Park,5.0618,-75.5034,102
3160,solar,Potencia Photovoltaic Solar Power Plant,22.03,-102.41,63
3161,solar,Potosi solar farm,22.8293,-101.909,342
3162,solar,Prairie State Solar Project,38.2083,-89.5792,99
3163,solar,Prairie Wolf Solar,39.5446,-87.972,200
3164,solar,Pratapgarh solar farm,24.0333,74.7801,126
3165,solar,Prayagraj solar farm,25.4741,81.8495,50
3166,solar,Prineville Solar Energy,44.1633,-120.524,46
3167,solar,Priozernaya solar farm,45.467,29.292,28
3168,solar,Progressovka solar farm,47.8109,31.2194,148
3169,solar,Prospero Solar,32.2758,-102.845,250
3170,solar,Prospero Solar,32.2879,-102.84,300
3171,solar,Providencia Solar Park,13.451,-89.011,25
3172,solar,Providencia Solar Park,13.455,-89.005,75
3173,solar,Puerta De Oro Solar Project,5.0675,-74.5951,300
3174,solar,Puerta Palma solar farm,38.7574,-6.3997,50
3175,solar,Puerto Libertad Solar Park Project,29.9773,-112.66,318
3176,solar,Puertollano Green Hydrogen Solar Plant,38.6927,-4.097,100
3177,solar,Puertollano solar farm,38.6201,-3.974,50
3178,solar,Pugnitz solar farm,54.2653,12.45,21
3179,solar,Pulau Burung solar farm,5.196,100.4285,20
3180,solar,Pulida Solar Park,-29.0438,24.9256,83
3181,solar,Pullman Solar,42.4716,-86.0969,20
3182,solar,Pumpjack Solar I,35.3056,-119.623,20
3183,solar,Pungunuru solar farm,14.8221,78.2817,40
3184,solar,Punjab 3 solar farm,30.7178,76.6985,25
3185,solar,Punjab 4 solar farm,30.7178,76.6985,52
3186,solar,Pure Hedge solar farm,41.7124,-71.8223,70
3187,solar,Pursat solar farm,12.5287,104.21,30
3188,solar,Qinghai CGN Solar Delingha solar farm,37.3645,97.3023,20
3189,solar,Qinghai Conservancy and Hydropower Group Jianzha solar farm,35.7667,101.8671,30
3190,solar,"Qinghai Delingha ""Front Runner"" CGN solar farm",37.3645,97.3023,100
3191,solar,"Qinghai Delingha ""Front Runner"" Huaneng Tuori solar farm",37.3645,97.3023,100
3192,solar,"Qinghai Delingha ""Front Runner"" Huawo solar farm",37.3645,97.3023,100
3193,solar,"Qinghai Delingha ""Front Runner"" Xiechen solar farm",37.3645,97.3023,100
3194,solar,"Qinghai Delingha ""Front Runner"" Xieyue solar farm",37.3645,97.3023,100
3195,solar,Qinghai Delingha Baike Guangdian solar farm,37.3578,97.2626,20
3196,solar,Qinghai Delingha CGN solar farm,37.3645,97.3023,50
3197,solar,Qinghai Delingha Huadian solar farm,37.3691,97.3601,20
3198,solar,Qinghai Delingha Huarun solar farm,37.3645,97.3023,20
3199,solar,Qinghai Delingha Juguang solar farm,37.3645,97.3023,20
3200,solar,Qinghai Delingha Juneng solar farm,37.3645,97.3023,40
3201,solar,Qinghai Delingha Longguang solar farm,37.3645,97.3023,20
3202,solar,Qinghai Delingha Northwest Hydropower solar farm,37.3691,97.3601,20
3203,solar,Qinghai Delingha Rijing solar farm,37.3748,97.1776,20
3204,solar,Qinghai Delingha Ruide Xingyang solar farm,37.3645,97.3023,50
3205,solar,Qinghai Delingha Shidai solar farm,37.3645,97.3023,20
3206,solar,Qinghai Delingha Three Gorges solar farm,37.3748,97.1776,20
3207,solar,Qinghai Delingha Xiayang solar farm,37.3645,97.3023,20
3208,solar,Qinghai Delingha Zhongkong solar farm,37.3645,97.3023,50
3209,solar,Qinghai Gangcha Yizhao solar farm,37.3257,100.1402,20
3210,solar,Qinghai Goldmud TEBA solar farm,36.361,95.1242,20
3211,solar,"Qinghai Golmud ""Front Runner"" Three Gorges No.1 solar farm",36.3798,95.0911,100
3212,solar,"Qinghai Golmud ""Front Runner"" Three Gorges No.2 solar farm",36.3798,95.0911,100
3213,solar,"Qinghai Golmud ""Front Runner"" Three Gorges No.3 solar farm",36.3798,95.0911,100
3214,solar,"Qinghai Golmud ""Front Runner"" Three Gorges No.4 solar farm",36.3798,95.0911,100
3215,solar,"Qinghai Golmud ""Front Runner"" Three Gorges No.5 solar farm",36.3798,95.0911,100
3216,solar,Qinghai Golmud Guangke solar farm,36.3829,94.9061,20
3217,solar,Qinghai Golmud Guodian solar farm,36.3829,94.9061,20
3218,solar,Qinghai Golmud HHSD Newly Added solar farm,36.3927,95.0926,30
3219,solar,Qinghai Golmud HHSD solar farm,36.3798,95.0911,60
3220,solar,Qinghai Golmud Huaheng solar farm,36.3927,95.0926,50
3221,solar,Qinghai Golmud Huaneng 65MW solar farm,36.3829,94.9061,65
3222,solar,Qinghai Golmud Huaneng Tuori solar farm,36.3927,95.0926,50
3223,solar,Qinghai Golmud Huaneng solar farm,36.4037,95.0939,45
3224,solar,Qinghai Golmud Huazhi solar farm,36.3798,95.0911,20
3225,solar,Qinghai Golmud Luneng solar farm,36.3798,95.0911,20
3226,solar,Qinghai Golmud Northwest Hydropower solar farm,36.3829,94.9061,20
3227,solar,Qinghai Golmud Photovoltaic Power Generation Industrial Park 2016-8 solar farm,36.3829,94.9061,100
3228,solar,Qinghai Golmud Sunshine Qiheng solar farm,36.3927,95.0926,30
3229,solar,Qinghai Golmud Yagui solar farm,36.3798,95.0911,20
3230,solar,Qinghai Gonghe Chaidamu solar farm,36.2096,100.5985,20
3231,solar,Qinghai Gonghe Datang solar farm,36.2774,100.6237,20
3232,solar,Qinghai Gonghe Huadian solar farm,36.2076,100.61,20
3233,solar,Qinghai Gonghe Huadian solar farm,36.7228,99.7833,25
3234,solar,Qinghai Gonghe Huaneng solar farm,36.2096,100.5985,25
3235,solar,Qinghai Gonghe Lantian solar farm,36.2096,100.5985,20
3236,solar,Qinghai Gonghe Minghui solar farm,36.2096,100.5985,50
3237,solar,Qinghai Gonghe National Level Photovoltaic Solar Testing and Proving Base,36.1875,100.5735,100
3238,solar,Qinghai Gonghe National Photovoltaic Power Generation Test Base solar farm,36.2096,100.5985,100
3239,solar,Qinghai Gonghe Putian solar farm,36.7228,99.7833,30
3240,solar,Qinghai Gonghe Quansheng solar farm,36.2096,100.5985,20
3241,solar,Qinghai Gonghe Tiancheng solar farm,36.2096,100.5985,20
3242,solar,Qinghai Gonghe Xinte solar farm,36.7228,99.7833,20
3243,solar,Qinghai Gonghe Zhengtai solar farm,36.7228,99.7833,20
3244,solar,Qinghai Gonghe Zhong'an Yongtai solar farm,36.2096,100.5985,50
3245,solar,Qinghai Gonghe Zhongli Tenghui solar farm,36.2096,100.5985,50
3246,solar,Qinghai Gonghe Zhuma solar farm,36.7228,99.7833,30
3247,solar,Qinghai Ground Centralized Poverty Alleviation solar farm,36.283,100.6193,100
3248,solar,Qinghai Haidong Hualong Yagui solar farm,35.9757,102.1453,40
3249,solar,Qinghai Haidong Hualong Yuantong solar farm,36.0957,102.2639,20
3250,solar,Qinghai Haidong Ledu CGN solar farm,36.4326,102.5578,30
3251,solar,Qinghai Haidong Ledu Chuanghui solar farm,36.4727,102.4085,20
3252,solar,Qinghai Haidong Ledu Ruide Xingyang solar farm,36.389,102.1439,20
3253,solar,Qinghai Haidong Zhongxinneng solar farm,36.4897,102.2886,60
3254,solar,Qinghai Hainan Gonghe Guangheng solar farm,36.2029,100.5982,20
3255,solar,Qinghai Hainan Gonghe Juya solar farm,36.2031,100.5838,20
3256,solar,Qinghai Hainan Gonghe Zhonghui solar farm,36.2121,100.589,100
3257,solar,Qinghai Hainan Prefecture Qingshui solar farm,36.4138,100.134,50
3258,solar,Qinghai Hainan State Solar Power Industrial Park solar farm,36.2848,100.6216,20
3259,solar,Qinghai Hainan Talatan 1 solar farm,36.2761,100.6245,1000
3260,solar,Qinghai Hainan Talatan 3 solar farm,36.2761,100.6245,500
3261,solar,Qinghai Hainan Talatan 5 solar farm,36.2761,100.6245,500
3262,solar,Qinghai Hainanzhou 2020-13 Plot solar farm,36.0762,100.4711,100
3263,solar,Qinghai Hainanzhou 2020-7 Plot solar farm,36.19,100.5563,100
3264,solar,Qinghai Hainanzhou 2020-9 Plot solar farm,36.0361,100.3908,100
3265,solar,Qinghai Hainanzhou Energy Storage Demonstration solar farm,36.283,100.6193,20
3266,solar,Qinghai Hainanzhou Gonghe Juya solar farm,36.2096,100.5985,25
3267,solar,Qinghai Hainanzhou Solar Ecological Power Generation Industrial Park 2016-1 Lot solar farm,36.2096,100.5985,100
3268,solar,Qinghai Haixi Delingha Ruiqida solar farm,37.3542,97.2645,30
3269,solar,Qinghai Haixi Wutumeiren 2 solar farm,36.2761,100.6245,100
3270,solar,Qinghai Haixi Wutumeiren 3 solar farm,36.2761,100.6245,100
3271,solar,Qinghai Haixizhou Delingha Yagui solar farm,37.3645,97.3023,60
3272,solar,Qinghai Hualong Chaidamu solar farm,36.0957,102.2639,20
3273,solar,Qinghai Hualong Ruiqida solar farm,36.0954,102.265,20
3274,solar,Qinghai Hualong Xiehe solar farm,35.9757,102.1452,20
3275,solar,Qinghai Huzhu CECEP solar farm,37.3191,95.5541,20
3276,solar,Qinghai Huzhu Haoyang solar farm,36.6108,102.0939,40
3277,solar,Qinghai Huzhu Zhongxinneng solar farm,36.6108,102.0939,40
3278,solar,Qinghai Jianzha Huatuo solar farm,35.8214,101.7777,20
3279,solar,Qinghai Province Dachaidan Xitieshan CECEP Grid-Connected solar farm,37.2809,95.5154,20
3280,solar,Qinghai Province Dachaidan Xitieshan CGN Grid-Connected solar farm,37.2987,95.4649,90
3281,solar,"Qinghai Province Delingha ""Front Runner"" solar farm",37.3656,97.1583,100
3282,solar,Qinghai Province Delingha Bailu solar farm,37.3544,97.1473,30
3283,solar,Qinghai Province Delingha Datang solar farm,37.3757,97.2067,20
3284,solar,Qinghai Province Delingha Huanghe Medium Hydropower solar farm,37.3764,97.1916,40
3285,solar,Qinghai Province Delingha Linuo solar farm,37.3695,97.2247,50
3286,solar,Qinghai Province Delingha Supcon solar farm,37.3757,97.2067,50
3287,solar,Qinghai Province Delingha Three Gorges solar farm,37.3629,97.2058,20
3288,solar,Qinghai Province Delingha Xiehe solar farm,37.3764,97.1916,20
3289,solar,Qinghai Province Golmud Beikong Grid-Connected solar farm,36.3789,95.1575,50
3290,solar,Qinghai Province Golmud Datang Grid-Connected solar farm,36.3855,95.1382,20
3291,solar,Qinghai Province Golmud Datang International solar farm,36.3798,95.0911,50
3292,solar,Qinghai Province Golmud Datang International solar farm,36.3855,95.1382,20
3293,solar,Qinghai Province Golmud Guodian Grid-Connected solar farm,36.3641,95.1128,110
3294,solar,Qinghai Province Golmud Huadian Grid-Connected solar farm,36.3855,95.1382,20
3295,solar,Qinghai Province Golmud Huaneng Grid-Connected solar farm,36.3765,95.1371,20
3296,solar,Qinghai Province Golmud Huaneng Grid-Connected solar farm,36.3851,95.1202,50
3297,solar,Qinghai Province Golmud Huanghe Hydropower Grid-Connected solar farm,36.3293,94.7993,450
3298,solar,Qinghai Province Golmud Huanghe Medium Type Hydropower Grid-Connected solar farm,36.3293,94.7993,50
3299,solar,Qinghai Province Golmud Jingneng Grid-Connected solar farm,36.3548,95.1428,50
3300,solar,Qinghai Province Golmud Liteng Grid-Connected solar farm,36.3765,95.1371,20
3301,solar,Qinghai Province Golmud Longyuan Grid-Connected solar farm,36.3366,95.2328,50
3302,solar,Qinghai Province Golmud Qinghai Hydropower Grid-Connected solar farm,36.3538,95.115,90
3303,solar,Qinghai Province Golmud Rixin Grid-Connected solar farm,36.3717,95.2628,81
3304,solar,Qinghai Province Golmud SPIC Huanghe Hydropower Grid-Connected solar farm,36.3293,94.7993,100
3305,solar,Qinghai Province Golmud Shanyizhong Grid-Connected solar farm,36.3907,95.2486,20
3306,solar,Qinghai Province Golmud Shengguang Grid-Connected solar farm,36.3298,94.7972,50
3307,solar,Qinghai Province Golmud Sunshine Energy Grid-Connected solar farm,36.3293,94.7993,20
3308,solar,Qinghai Province Golmud Sunshine Energy solar farm,36.3293,94.7993,20
3309,solar,Qinghai Province Golmud Sunshine Qiheng Grid-Connected solar farm,36.3894,95.1532,30
3310,solar,"Qinghai Province Golmud Three Gorges ""Front-Runner"" Grid-Connected solar farm",36.3364,95.2293,500
3311,solar,Qinghai Province Golmud Three Gorges Grid-Connected solar farm,36.399,95.1318,70
3312,solar,Qinghai Province Golmud Zhengtai Grid-Connected solar farm,36.3293,94.7993,20
3313,solar,Qinghai Province Golmud Zhongdiantou Grid-Connected solar farm,36.3764,95.2636,20
3314,solar,Qinghai Province Gongh Poverty Alleviation solar farm,36.1875,100.5735,100
3315,solar,Qinghai Province Gonghe Huacheng Grid-Connected solar farm,36.2017,100.604,20
3316,solar,Qinghai Province Gonghe Huanghe Hydropower solar farm,36.1875,100.5735,350
3317,solar,Qinghai Province Gonghe Longyangxia Huanghe Hydropower solar farm,36.1875,100.5735,850
3318,solar,Qinghai Province Gonghe Qinghai Hydropower Grid-Connected solar farm,36.2017,100.604,50
3319,solar,Qinghai Province Gonghe SPIC Huanghe Hydropower solar farm,36.1875,100.5735,30
3320,solar,Qinghai Province Gonghe SPIC Huanghe Medium Hydropower solar farm,36.1875,100.5735,50
3321,solar,Qinghai Province Gonghe Shineng Grid-Connected solar farm,36.1957,100.6021,30
3322,solar,Qinghai Province Gonghe Three Gorges Zhuma Grid-Connected solar farm,36.1875,100.5735,30
3323,solar,Qinghai Province Gonghe Tianhua Grid-Connected solar farm,36.1764,100.528,50
3324,solar,Qinghai Province Gonghe Xinsheng Grid-Connected solar farm,36.1875,100.5735,20
3325,solar,Qinghai Province Gonghe Yahui Grid-Connected solar farm,36.186,100.5911,30
3326,solar,Qinghai Province Gonghe Zhongli Talesun solar farm,36.1875,100.5735,170
3327,solar,Qinghai Province Haibei Gangcha Wuxian Grid-Connected solar farm,37.3271,100.1452,20
3328,solar,Qinghai Province Haibei Gangcha Yizhao Grid-Connected solar farm,37.3271,100.1452,20
3329,solar,Qinghai Province Hainanzhou Gonghe Beixiang Grid-Connected solar farm,36.2782,100.6197,20
3330,solar,Qinghai Province Hainanzhou Gonghe Datang Grid-Connected solar farm,36.2017,100.604,20
3331,solar,Qinghai Province Hainanzhou Gonghe Guangke Grid-Connected solar farm,36.2017,100.604,30
3332,solar,Qinghai Province Hainanzhou Gonghe Hanergy Grid-Connected solar farm,36.2017,100.604,50
3333,solar,Qinghai Province Hainanzhou Gonghe Hengji Grid-Connected solar farm,36.2017,100.604,20
3334,solar,Qinghai Province Hainanzhou Gonghe Huaneng Grid-Connected solar farm,36.2017,100.604,70
3335,solar,Qinghai Province Hainanzhou Gonghe Zhongdianjian Grid-Connected solar farm,36.2017,100.604,50
3336,solar,Qinghai Province Hainanzhou Talatan Grid-Connected solar farm,36.2017,100.604,100
3337,solar,Qinghai Province Henan Huanghe Hydropower Grid-Connected solar farm,34.7403,101.6059,20
3338,solar,Qinghai Province Wulan CGN Grid-Connected solar farm,36.9801,98.4345,30
3339,solar,Qinghai Province Wulan Chaidamu Energy Grid-Connected solar farm,36.9801,98.4345,20
3340,solar,Qinghai Province Wulan Yuhui Grid-Connected solar farm,36.9193,98.3804,20
3341,solar,Qinghai Ulan Yiduo solar farm,36.9257,98.478,20
3342,solar,Qinghai Wutumeiren solar farm,36.9072,93.1588,1000
3343,solar,Qinghai Yellow River Hydropower Gonghe solar farm,36.283,100.6193,200
3344,solar,Quaid-E-Azam solar farm,29.3179,71.824,300
3345,solar,Quaid-E-Azam solar farm,29.321,71.823,100
3346,solar,Quilapilun Solar Plant,-33.1039,-70.637,127
3347,solar,Quinebaug Solar,41.7499,-71.9325,49
3348,solar,Quinto Solar Pv Project,37.1303,-121.052,108
3349,solar,Quintol Sol Chihuahua solar farm,30.9908,-108.15,30
3350,solar,Quitman Solar,30.849,-83.6433,150
3351,solar,Quitman Solar,30.862,-83.6517,150
3352,solar,Quweira Solar PV Plant,29.8021,35.261,103
3353,solar,Quảng Trị Lig solar farm,16.9122,107.045,50
3354,solar,RMCS Comercio Y Altair solar farm,30.9908,-108.15,32
3355,solar,Rabbitbrush Solar,34.83,-118.32,100
3356,solar,Radiant solar farm,0.4211,35.3537,40
3357,solar,Raghanesda (Electro Solaire) Solar Park,24.5311,71.2815,200
3358,solar,Raghanesda (GIPCL) Solar Park,24.5311,71.2815,100
